,score,error,parallel_error,note,rhythm,undirected_interval,directed_interval
45,0.167389899,0.1357899,0,0.006579356,0.012858868,0.007803081,0.004358693
46,0.088756216,0.059951455,0,0.007197758,0.010171194,0.00695877,0.00447704
47,0.054549639,0.038746555,0,0.005487546,0.004655149,0.003439626,0.002220764
48,0.088345536,0.022873123,0,0.010751062,0.045719114,0.006223611,0.002778624
49,0.11529375,0.07755232,0,0.006812205,0.022981017,0.004680986,0.003267223
50,0.081462835,0.045428706,0,0.009502882,0.018270329,0.00545027,0.002810647
51,0.119214498,0.032028854,0.058400219,0.008214653,0.005913148,0.009926338,0.004731284
52,0.133073347,0.092032892,0,0.009863638,0.023560019,0.004834031,0.002782768
53,0.101525182,0.021317905,0.043681465,0.006843605,0.022158842,0.004730604,0.002792761
54,0.08193921,0.042707825,0,0.006228685,0.026666823,0.004187979,0.002147899
55,0.066125816,0.033638694,0,0.009451784,0.015033953,0.00481343,0.003187955
56,0.131505484,0.041097762,0.058189388,0.002982325,0.023261846,0.003585855,0.002388308
57,0.091011585,0.038202815,0,0.009634932,0.033735978,0.006332442,0.003105419
58,0.080792458,0.049750472,0,0.005600905,0.020963012,0.002606509,0.00187156
59,0.15019886,0.055736257,0.072280092,0.009016247,0.009241648,0.002328128,0.001596489
60,0.20653529,0.094081087,0.083515339,0.006964335,0.0155644,0.003937092,0.002473036
61,0.069955758,0.035601079,0,0.00821661,0.018900451,0.004253649,0.00298397
62,0.135759293,0.032273625,0.067838638,0.004177474,0.020961036,0.007196996,0.003311523
63,0.084540943,0.060302015,0,0.007070959,0.006713302,0.007053962,0.003400705
64,0.11435019,0.041500182,0.037053932,0.005664514,0.01736937,0.008248686,0.004513507
65,0.083250602,0.04674136,0,0.011468359,0.017844983,0.004231549,0.002964351
66,0.124192843,0.026399445,0.060824379,0.007918938,0.018710581,0.0073318,0.003007701
67,0.074070696,0.040396765,0,0.008444371,0.013289662,0.008434938,0.00350496
68,0.117616475,0.080014747,0,0.009517389,0.018584645,0.00702527,0.002474425
69,0.252192401,0.05495791,0.160268783,0.010251846,0.018120127,0.005101381,0.003492353
70,0.071193719,0.052535443,0,0.006502713,0.00417491,0.005397673,0.002582981
71,0.135673718,0.037925586,0.067724624,0.00777118,0.015787538,0.00403786,0.002426931
72,0.107343479,0.082114221,0,0.005838903,0.010075534,0.005344739,0.003970082
73,0.057286492,0.027840776,0,0.006324016,0.015995554,0.004497062,0.002629084
74,0.115703024,0.058760512,0,0.00867316,0.040066344,0.00503575,0.003167259
75,0.213681662,0.033407153,0.157803109,0.004647112,0.010756807,0.004126715,0.002940765
76,0.082645345,0.027871924,0,0.006979056,0.036323828,0.007355228,0.00411531
77,0.085234818,0.021020063,0,0.01050532,0.046650259,0.004597083,0.002462093
78,0.062683272,0.028440281,0,0.00777118,0.020724294,0.003611236,0.002136281
79,0.073727401,0.053121654,0,0.004746646,0.009268933,0.004119511,0.002470657
80,0.10798093,0.064642774,0,0.011484203,0.025553291,0.003540222,0.002760441
81,0.15464482,0.059181102,0.067724624,0.007162511,0.011809554,0.005191591,0.003575438
82,0.126076415,0.069035013,0,0.011621997,0.034031299,0.008467734,0.002920372
83,0.047101379,0.023108447,0,0.006063467,0.01392031,0.002376463,0.001632692
84,0.236734787,0.036014196,0.155412153,0.00868889,0.027635242,0.00617504,0.002809266
85,0.144393346,0.098365028,0,0.009976731,0.029039177,0.003966474,0.003045937
86,0.074883167,0.015193725,0.034149281,0.010041612,0.008790371,0.004188739,0.00251944
87,0.046396996,0.017975412,0,0.005836234,0.01500082,0.005239394,0.002345135
88,0.087530069,0.043141688,0,0.009699298,0.024763881,0.006170389,0.003754813
89,0.099138339,0.050441851,0,0.01260461,0.027723447,0.0065176,0.00185083
90,0.070999178,0.032060864,0,0.007888638,0.020973066,0.005534065,0.004542546
91,0.087532012,0.044002413,0,0.013082847,0.017332768,0.008253948,0.004860036
92,0.059423366,0.027918436,0,0.005272017,0.018122995,0.004521544,0.003588373
93,0.07029637,0.037096161,0,0.009210279,0.01412114,0.00595813,0.003910659
94,0.089408315,0.065276859,0,0.005342916,0.011689208,0.004375351,0.002723982
95,0.101092688,0.073464625,0,0.006729856,0.013029895,0.004709954,0.003158359
96,0.08859357,0.065192257,0,0.005114156,0.010664589,0.005932649,0.001689919
97,0.170909416,0.111357177,0,0.008598645,0.035928905,0.009074229,0.005950461
98,0.165442607,0.047879227,0.078244954,0.006524444,0.024448617,0.004876503,0.003468862
99,0.094672061,0.069435935,0,0.007075864,0.013343415,0.002726674,0.002090173
100,0.086826683,0.050808112,0,0.008408613,0.02181027,0.003719067,0.002080622
101,0.133992792,0.074715087,0,0.007394264,0.043817258,0.00542748,0.002638703
102,0.134934028,0.053394406,0.062164861,0.005100116,0.010503979,0.002305961,0.001464705
103,0.174322799,0.110594151,0,0.008894499,0.042147122,0.009592958,0.003094068
104,0.097048944,0.050712227,0,0.007348065,0.029302906,0.006321701,0.003364045
105,0.101642195,0.060820272,0,0.004621322,0.027932614,0.005046089,0.003221898
106,0.101588755,0.063370275,0,0.009251827,0.021765717,0.005025961,0.002174976
107,0.119395111,0.063255088,0,0.00907176,0.038979144,0.005043089,0.00304603
108,0.096815503,0.040756296,0,0.008535799,0.036173158,0.008192012,0.003158238
109,0.136299195,0.0428608,0.077866959,0.005787296,0.003447104,0.004060859,0.002276177
110,0.117413619,0.015969572,0.069177942,0.0055573,0.019817835,0.004337756,0.002553215
111,0.043053038,0.015581553,0,0.006986523,0.011463654,0.005501444,0.003519864
112,0.131852072,0.020717823,0.077492598,0.004943557,0.017788212,0.007102593,0.003807288
113,0.0590772,0.024006223,0,0.007024503,0.019640584,0.004889546,0.003516345
114,0.173557297,0.074136655,0.065256925,0.008092374,0.019253832,0.004733236,0.002084274
115,0.189436012,0.056919045,0.103990067,0.004105563,0.017161866,0.004404775,0.002854695
116,0.069982999,0.034681817,0,0.006923711,0.021783406,0.003463634,0.003130431
117,0.259776357,0.034806608,0.200644736,0.00814053,0.009905653,0.003945392,0.002333438
118,0.120080459,0.019031388,0.070902319,0.010306443,0.009030131,0.006351002,0.004459177
119,0.077289708,0.046794383,0,0.007368693,0.014849568,0.005034767,0.003242296
120,0.100846652,0.074398497,0,0.006084764,0.01183746,0.005386498,0.003139432
121,0.076979817,0.03967568,0,0.007690892,0.019172976,0.00668692,0.003753349
122,0.166809226,0.055275266,0.068010382,0.014663819,0.01038484,0.012517987,0.005956933
123,0.074483658,0.051667148,0,0.007050958,0.007039044,0.005359275,0.003367232
124,0.084110453,0.041758941,0,0.014870143,0.016299032,0.002291352,0.008890985
125,0.096312033,0.068717245,0,0.009602996,0.005365024,0.007596385,0.005030383
126,0.092162399,0.025537277,0.019704719,0.009546402,0.032665334,0.002872935,0.00183573
127,0.161175961,0.073391086,0.049392626,0.008103152,0.021880152,0.005942437,0.002466509
128,0.195753168,0.029518593,0.142012867,0.007735975,0.010209804,0.003365013,0.002910916
129,0.086378836,0.054592307,0,0.009851949,0.016426191,0.00323374,0.002274648
130,0.120103887,0.074140214,0,0.012043661,0.021177759,0.007983745,0.004758509
131,0.073101595,0.045146144,0,0.009068134,0.00937611,0.005932066,0.003579142
132,0.068276882,0.031461651,0,0.012010759,0.015440882,0.005944841,0.003418749
133,0.258446678,0.071107972,0.153509147,0.006860035,0.019824712,0.004267923,0.002876889
134,0.080569086,0.051725092,0,0.010571757,0.007304796,0.005905068,0.005062373
135,0.128955399,0.090317429,0,0.013999879,0.015904165,0.005553733,0.003180194
136,0.070219521,0.031851889,0,0.005516812,0.025991339,0.004257649,0.002601832
137,0.112320897,0.02000287,0.050370189,0.008632257,0.02701377,0.003870404,0.002431407
138,0.059379251,0.029453046,0,0.012440944,0.008930705,0.005206148,0.003348408
139,0.082148222,0.040151088,0,0.009676004,0.024082687,0.00582703,0.002411413
140,0.081077722,0.05332551,0,0.007541049,0.012919897,0.005181376,0.00210989
141,0.101138723,0.053609954,0,0.009199846,0.028946294,0.005825177,0.003557452
142,0.074273291,0.042414623,0,0.010728937,0.014082613,0.004358929,0.002688189
143,0.080089049,0.040584303,0,0.010257329,0.021024468,0.0057066,0.002516349
144,0.084957252,0.047152864,0,0.007603527,0.020818448,0.006159767,0.003222647
145,0.200915817,0.03345924,0.128215026,0.007501573,0.019261283,0.006964799,0.005513896
146,0.099453348,0.058171553,0,0.011599426,0.020830508,0.006323551,0.00252831
147,0.150475362,0.094096815,0,0.013141288,0.032015548,0.006975821,0.00424589
148,0.09975486,0.048946956,0,0.009046071,0.030567219,0.007321242,0.003873372
149,0.110872373,0.068260422,0,0.008075882,0.022158842,0.007445341,0.004931886
150,0.154556393,0.125730502,0,0.006635328,0.011819723,0.006336332,0.004034508
151,0.117022557,0.039850694,0.054824695,0.005829315,0.010646896,0.003512241,0.002358716
152,0.118136042,0.058236511,0,0.016309507,0.033217209,0.007240158,0.003132657
153,0.112989543,0.077177206,0,0.008362177,0.021357007,0.003533345,0.002559807
154,0.099544984,0.060755112,0,0.006132848,0.024945801,0.005119697,0.002591526
155,0.082491829,0.044174602,0,0.008363504,0.018991778,0.006580669,0.004381276
156,0.058861902,0.037825519,0,0.007280907,0.006784157,0.004527496,0.002443824
157,0.139588352,0.011489233,0.085282859,0.006392,0.0309705,0.00303529,0.002418471
158,0.048466829,0.031311778,0,0.004990876,0.005523758,0.003892541,0.002747876
159,0.062223794,0.029538071,0,0.012946664,0.008781361,0.007226443,0.003731254
160,0.119190242,0.075529216,0,0.012039211,0.024254693,0.003954186,0.003412937
161,0.210652667,0.078292008,0.108908516,0.005659134,0.006386135,0.007193383,0.00421349
162,0.11610041,0.028013935,0.057157661,0.00539888,0.020067215,0.00255632,0.002906399
163,0.093539176,0.065621194,0,0.011522527,0.011366504,0.003086195,0.001942756
164,0.076650394,0.032591102,0,0.007428315,0.030690768,0.003821331,0.002118877
165,0.055729984,0.017178113,0,0.009012738,0.017189505,0.009789391,0.002560238
166,0.101045312,0.053612596,0,0.006128753,0.033548964,0.004742406,0.003012591
167,0.073195,0.042922933,0,0.010161959,0.010404816,0.007732756,0.001972536
168,0.078918856,0.032783378,0,0.01061757,0.017520892,0.010612292,0.007384725
169,0.096747253,0.054038467,0,0.008207568,0.025057341,0.006279328,0.003164549
170,0.183822955,0.051621411,0.098283295,0.011340575,0.015262699,0.004675385,0.00263959
171,0.088345536,0.022873123,0,0.010751062,0.045719114,0.006223611,0.002778624
172,0.098020436,0.071505315,0,0.009404317,0.007472437,0.00589449,0.003743877
173,0.061605968,0.016178971,0,0.009554105,0.026005447,0.00622253,0.003644916
174,0.082594387,0.054868106,0,0.011676911,0.010800362,0.003063995,0.002185013
175,0.123159065,0.091657311,0,0.005806447,0.016399895,0.006118133,0.003177279
176,0.079063964,0.058712337,0,0.005455314,0.008097046,0.003319993,0.003479273
177,0.166946406,0.062860082,0.074969583,0.007237602,0.016849939,0.003551221,0.001477979
178,0.065710294,0.042414623,0,0.006195579,0.008504183,0.005075794,0.003520116
179,0.057221104,0.025842634,0,0.008548515,0.015753405,0.003525385,0.003551165
180,0.070752082,0.029801057,0,0.005877989,0.027487988,0.004667148,0.002917899
181,0.132548461,0.078962362,0,0.015843307,0.028544006,0.005476686,0.003722099
182,0.153462082,0.017681494,0.100114661,0.009712174,0.016512314,0.006571126,0.002870313
183,0.077795861,0.036369634,0,0.006460062,0.021709102,0.008348451,0.004908611
184,0.314614418,0.073827461,0.18009453,0.00570748,0.04148753,0.008764531,0.004732886
185,0.141706703,0.060716603,0,0.015794017,0.04426586,0.014107445,0.006822777
186,0.219512238,0.04619634,0.120287018,0.007054271,0.035076867,0.006261948,0.004635793
187,0.12195293,0.063950406,0,0.006538259,0.036410172,0.01064675,0.004407343
188,0.15464482,0.059181102,0.067724624,0.007162511,0.011809554,0.005191591,0.003575438
189,0.081682804,0.057427076,0,0.008851488,0.010037629,0.003151541,0.002215069
190,0.073179411,0.017142255,0.027790449,0.005361569,0.017522976,0.003426972,0.00193519
191,0.0576321,0.029599344,0,0.006031201,0.014750123,0.00500046,0.002250972
192,0.070048004,0.025310021,0,0.006678123,0.029595145,0.004677308,0.003787407
193,0.069102186,0.043461505,0,0.003921441,0.017776072,0.002559482,0.001383685
194,0.061723359,0.043130694,0,0.006790511,0.008012134,0.0017833,0.00200672
195,0.099100844,0.018801402,0.041329386,0.007949467,0.026190006,0.002894783,0.0019358
196,0.079871999,0.029535152,0,0.010810977,0.027399768,0.008297298,0.003828805
197,0.162932383,0.087529473,0,0.012286337,0.051223475,0.007888116,0.004004983
198,0.106708053,0.063524285,0.016447409,0.008768872,0.012670558,0.003093998,0.002202932
199,0.049269144,0.0254049,0,0.007759364,0.007499368,0.005991296,0.002614216
200,0.08683924,0.057506176,0,0.008490055,0.011888554,0.006259851,0.002694604
201,0.133964642,0.022705775,0.066881579,0.013312723,0.021432198,0.006559278,0.00307309
202,0.079317973,0.040407134,0,0.005091654,0.021977121,0.007303057,0.004539006
203,0.068241127,0.036336114,0,0.009485576,0.01374706,0.006225952,0.002446424
204,0.075193563,0.041680637,0,0.011494432,0.015425584,0.003446832,0.003146079
205,0.211786454,0.03953443,0.132636234,0.007952626,0.02370576,0.004790707,0.003166698
206,0.096057497,0.071586757,0,0.007373499,0.012407762,0.002462456,0.002227023
207,0.077867367,0.043381198,0,0.006554521,0.021962347,0.003285688,0.002683613
208,0.039759939,0.015718468,0,0.005964058,0.01116982,0.004467744,0.002439849
209,0.130938571,0.034964014,0.057157661,0.010363531,0.019461984,0.005902433,0.003088948
210,0.095952807,0.024433267,0,0.01248895,0.049833679,0.006448075,0.002748836
211,0.078426962,0.05024133,0,0.006458152,0.012440839,0.00693019,0.002356452
212,0.104883709,0.06013661,0,0.011435995,0.018051695,0.008453434,0.006805975
213,0.069984006,0.041652141,0,0.006710219,0.015294848,0.004044428,0.002282369
214,0.133089891,0.105485728,0,0.010136111,0.009017076,0.006162385,0.00228859
215,0.07069831,0.029793898,0,0.005568295,0.027801708,0.004556312,0.002978097
216,0.109905329,0.069399389,0,0.007311389,0.026114285,0.004361658,0.002718609
217,0.141805941,0.084290199,0,0.014651409,0.030354976,0.008653572,0.003855785
218,0.047305527,0.018465791,0,0.007065892,0.013866237,0.005144905,0.002762702
219,0.191153467,0.011937631,0.144467635,0.007884928,0.016731911,0.007610722,0.002520639
220,0.079837607,0.045636849,0,0.007511455,0.019959289,0.004969006,0.001761008
221,0.142498608,0.092184833,0,0.01009169,0.026597701,0.008688017,0.004936366
222,0.089337168,0.023641917,0.044526134,0.009755705,0.005708125,0.003728705,0.001976583
223,0.050514858,0.021567884,0,0.006848959,0.012134635,0.005740047,0.004223333
224,0.08004832,0.045238853,0,0.010391057,0.01905851,0.002896682,0.002463218
225,0.097695409,0.064051743,0,0.007099719,0.015151757,0.007803503,0.003588687
226,0.118632998,0.071982862,0,0.008972856,0.027377867,0.007134745,0.003164668
227,0.093294349,0.039148839,0,0.004045375,0.042450401,0.004770483,0.00287925
228,0.102905073,0.057242714,0,0.009619444,0.027860882,0.004578791,0.003603242
229,0.068943152,0.032958599,0,0.006802465,0.022775092,0.003720635,0.002686362
230,0.119581745,0.038417242,0.055200207,0.008619515,0.007694532,0.006594665,0.003055585
231,0.070360005,0.036020772,0,0.008447375,0.020863671,0.002916944,0.002111243
232,0.141246565,0.029346596,0.063209649,0.006553479,0.03482519,0.003731896,0.003579756
233,0.088938061,0.047899962,0,0.011517875,0.018315418,0.007710611,0.003494195
234,0.065039819,0.026060763,0,0.008485667,0.021863088,0.005129942,0.003500358
235,0.068073491,0.035714592,0,0.005776522,0.018257924,0.005773085,0.002551368
236,0.08610052,0.051985071,0,0.005425838,0.018990681,0.005749026,0.003949904
237,0.111711444,0.030129208,0.055773219,0.011486939,0.004719707,0.007739756,0.001862615
238,0.093579886,0.065621194,0,0.011522527,0.011366504,0.003260765,0.001808896
239,0.085946075,0.04090253,0,0.012138168,0.024337274,0.005361396,0.003206708
240,0.087322051,0.052687146,0,0.009569603,0.014257899,0.007024921,0.003782483
241,0.075367472,0.046038903,0,0.004199475,0.016811248,0.005140452,0.003177394
242,0.129263821,0.093009725,0,0.007051802,0.01630256,0.008184314,0.00471542
243,0.167784912,0.062479808,0.067441257,0.004742998,0.023534951,0.005981549,0.003604349
244,0.066327237,0.035977994,0,0.00749254,0.013450751,0.006231847,0.003174105
245,0.055731804,0.02988886,0,0.008252544,0.012080783,0.003170252,0.002339365
246,0.083656273,0.041147979,0,0.009124912,0.02702954,0.00389276,0.002461083
247,0.092060602,0.057987508,0,0.007185975,0.020718792,0.00375776,0.002410567
248,0.136251202,0.041345698,0.064732773,0.006638603,0.014564887,0.005240715,0.003728526
249,0.15019886,0.055736257,0.072280092,0.009016247,0.009241648,0.002328128,0.001596489
250,0.087530069,0.043141688,0,0.009699298,0.024763881,0.006170389,0.003754813
251,0.054823515,0.025135476,0,0.008686994,0.013997213,0.004375578,0.002628253
252,0.074883167,0.015193725,0.034149281,0.010041612,0.008790371,0.004188739,0.00251944
253,0.104272157,0.065613338,0,0.007043978,0.020284427,0.006991978,0.004338436
254,0.067960765,0.02282927,0,0.007265724,0.031719058,0.003859992,0.00228672
255,0.082641664,0.028389011,0,0.014495036,0.031190274,0.006409242,0.002158102
256,0.047648308,0.018389248,0,0.008257353,0.014066556,0.003948118,0.002987032
257,0.162351901,0.057781063,0.07293421,0.006533678,0.015102801,0.005975144,0.004025004
258,0.064938716,0.043422031,0,0.006892214,0.006120306,0.005898564,0.002605601
259,0.19239761,0.08138659,0.079794359,0.00633248,0.010540721,0.009637028,0.004706433
260,0.059291223,0.025863602,0,0.006838579,0.017496837,0.005793621,0.003298583
261,0.054039749,0.028424041,0,0.004296265,0.013313633,0.005226106,0.002779705
262,0.059019335,0.025644419,0,0.008200841,0.019443173,0.003276045,0.002454856
263,0.133815943,0.048404309,0.063458506,0.004907488,0.008619975,0.006143516,0.002282148
264,0.201563813,0.034187093,0.115960147,0.008104162,0.036951236,0.004044504,0.002316671
265,0.189024747,0.081090998,0.064993792,0.006341973,0.025163374,0.007079087,0.004355523
266,0.250853551,0.062995609,0.147232566,0.010163208,0.024588287,0.00340927,0.00246461
267,0.14876801,0.026709477,0.080997289,0.007225717,0.027912108,0.003496038,0.002427382
268,0.07973341,0.053060488,0,0.005410534,0.015387565,0.003277869,0.002596953
269,0.101478177,0.029250351,0.039798668,0.005946875,0.020760577,0.002913052,0.002808654
270,0.130741689,0.022433969,0.065709174,0.007638082,0.029938476,0.002561067,0.002460921
271,0.188577128,0.031349066,0.100740378,0.012961422,0.034885775,0.005841209,0.002799279
272,0.062811805,0.032291785,0,0.004354354,0.01590361,0.005981362,0.004280695
273,0.122331199,0.07157886,0,0.00684673,0.034477473,0.007055031,0.002373105
274,0.092060602,0.057987508,0,0.007185975,0.020718792,0.00375776,0.002410567
275,0.120532834,0.064542385,0,0.007695387,0.033780858,0.010004915,0.004509287
276,0.11079179,0.072901248,0,0.009350942,0.019153582,0.006116187,0.00326983
277,0.069121814,0.030254894,0,0.006293141,0.019471873,0.008891152,0.004210754
278,0.072351329,0.050975453,0,0.005540274,0.008983611,0.004866835,0.001985156
279,0.121544725,0.092098133,0,0.007245228,0.015789044,0.00363523,0.002777089
280,0.055548811,0.032177264,0,0.008183148,0.007438834,0.004766892,0.002982673
281,0.063988222,0.037349849,0,0.005252688,0.013622443,0.004886504,0.002876738
282,0.244406156,0.131747761,0.075319909,0.006211507,0.023470963,0.005174153,0.002481864
283,0.082435,0.042919332,0,0.010178338,0.021499898,0.005111457,0.002725976
284,0.123986256,0.05754427,0,0.006436802,0.054754476,0.00281125,0.002439457
285,0.207785269,0.061246025,0.094814473,0.012070413,0.030803427,0.005334132,0.003516799
286,0.153593133,0.034339913,0.07712182,0.005764002,0.021187085,0.009405065,0.005775249
287,0.068943152,0.032958599,0,0.006802465,0.022775092,0.003720635,0.002686362
288,0.116147823,0.036323461,0.04592154,0.005304946,0.023745289,0.002792951,0.002059638
289,0.152601104,0.057751728,0.057157661,0.009058036,0.020874349,0.005760448,0.001998882
290,0.061523892,0.033937624,0,0.004848432,0.01215534,0.006411083,0.004171412
291,0.182467464,0.055321767,0.089547002,0.006998835,0.021712518,0.006309552,0.002577789
292,0.08660362,0.050259745,0,0.006624667,0.021194475,0.005265929,0.003258804
293,0.070048004,0.025310021,0,0.006678123,0.029595145,0.004677308,0.003787407
294,0.077331148,0.029868869,0,0.007517827,0.031735828,0.006008423,0.002200202
295,0.066399636,0.025266541,0,0.008096441,0.024742821,0.005128734,0.003165099
296,0.15464482,0.059181102,0.067724624,0.007162511,0.011809554,0.005191591,0.003575438
297,0.061723359,0.043130694,0,0.006790511,0.008012134,0.0017833,0.00200672
298,0.0576321,0.029599344,0,0.006031201,0.014750123,0.00500046,0.002250972
299,0.110872373,0.068260422,0,0.008075882,0.022158842,0.007445341,0.004931886
300,0.09421577,0.06465291,0,0.007158668,0.017200164,0.003531997,0.00167203
301,0.103118847,0.069003415,0,0.007758551,0.019989404,0.004060304,0.002307172
302,0.060518906,0.039060015,0,0.008535754,0.006144822,0.004211317,0.002566997
303,0.057587779,0.033959344,0,0.009094525,0.004915099,0.005707814,0.003910996
304,0.103376713,0.051561149,0,0.008446142,0.033282766,0.007784928,0.002301728
305,0.068772891,0.032207729,0,0.009405532,0.019867344,0.004024296,0.003267991
306,0.143284174,0.07416086,0,0.013204693,0.04679424,0.006523668,0.002600713
307,0.149512032,0.043415359,0.080191345,0.003796738,0.015793624,0.003719483,0.002595483
308,0.059379251,0.029453046,0,0.012440944,0.008930705,0.005206148,0.003348408
309,0.102905073,0.057242714,0,0.009619444,0.027860882,0.004578791,0.003603242
310,0.234534881,0.040238257,0.158024122,0.008161835,0.01814404,0.007510011,0.002456616
311,0.111895685,0.066249597,0,0.007102983,0.030090415,0.005425293,0.003027397
312,0.058543254,0.030165675,0,0.005416589,0.014060458,0.005646803,0.003253729
313,0.092726826,0.062201964,0,0.010111717,0.011006102,0.006764445,0.002642599
314,0.112378361,0.082027753,0,0.00572081,0.015557456,0.005847682,0.00322466
315,0.077289708,0.046794383,0,0.007368693,0.014849568,0.005034767,0.003242296
316,0.096312033,0.068717245,0,0.009602996,0.005365024,0.007596385,0.005030383
317,0.044620396,0.025714449,0,0.004448815,0.009273728,0.003175647,0.002007757
318,0.207785269,0.061246025,0.094814473,0.012070413,0.030803427,0.005334132,0.003516799
319,0.190629449,0.029908768,0.108177587,0.010791665,0.029217094,0.008312164,0.004222171
320,0.101253641,0.063153821,0,0.002768003,0.023470963,0.007895242,0.003965612
321,0.107267908,0.072328377,0,0.007606771,0.020617801,0.004279434,0.002435525
322,0.117945621,0.035949162,0.058189388,0.007234938,0.009469484,0.00398346,0.003119188
323,0.046169319,0.0244279,0,0.004071516,0.008709296,0.005350342,0.003610266
324,0.047829973,0.01557661,0,0.01257573,0.008624107,0.007502495,0.00355103
325,0.051157826,0.026790382,0,0.008673831,0.007838434,0.005168107,0.002687073
326,0.13788094,0.053921937,0.052503128,0.006929038,0.016729072,0.004783563,0.003014201
327,0.074254318,0.042751668,0,0.006888139,0.017837628,0.003988329,0.002788554
328,0.103328864,0.067956372,0,0.006189866,0.021371791,0.00467869,0.003132144
329,0.147464576,0.111803029,0,0.009541747,0.019080631,0.003854806,0.003184365
330,0.07774167,0.055347412,0,0.009149104,0.006135185,0.00497189,0.00213808
331,0.173557297,0.074136655,0.065256925,0.008092374,0.019253832,0.004733236,0.002084274
332,0.088348978,0.03580506,0,0.008456991,0.036011284,0.003590599,0.004485044
333,0.14514296,0.069801395,0.053372386,0.003110295,0.01288962,0.003746101,0.002223163
334,0.054655125,0.032837305,0,0.004382059,0.008549696,0.005984804,0.002901261
335,0.062481693,0.035105635,0,0.003232736,0.016837334,0.00436629,0.002939698
336,0.227683662,0.11324082,0.077492598,0.005483088,0.02416007,0.004564631,0.002742455
337,0.146510329,0.031703388,0.080592302,0.009546084,0.01623098,0.00626054,0.002177034
